timestamp,experiment_id,service,scenario,replica_count,load_users,cpu_cores_value,mem_bytes_value,net_rx_bytes_value,net_tx_bytes_value,pod_restarts_value,replica_count_value,node_cpu_util_value,node_mem_util_value,network_activity_rate_value,processing_intensity_value,service_stability_value,resource_pressure_value
t_0,productcatalogservice_browsing_replicas_4_users_50,productcatalogservice,browsing,4,50,4.259379184095588e-05,0.0,0.04259379184095588,0.0,6.0,2.0,2.3219945157853488,27.28296326100522,0.0,4.259379184095588e-05,1.0,0.0015692362552660025
t_1,productcatalogservice_browsing_replicas_4_users_50,productcatalogservice,browsing,4,50,8.850175069707587e-05,6946816.0,0.08850175069707587,694681.6000000001,6.0,2.0,2.3936557674168313,27.39886279896028,4.590795885611999e-05,8.850175069707587e-05,1.0,0.2142583333600355
t_2,productcatalogservice_browsing_replicas_4_users_50,productcatalogservice,browsing,4,50,0.00013210599011802504,7004160.0,0.13210599011802504,700416.0,6.0,2.0,2.41017293169034,27.2589746946512,4.360423942094917e-05,0.00013210599011802504,1.0,0.21760652322255522
t_3,productcatalogservice_browsing_replicas_4_users_50,productcatalogservice,browsing,4,50,0.0001636621818524682,7749632.0,0.1636621818524682,774963.2000000001,6.0,2.0,2.4400068150924454,27.31000895195112,3.155619173444315e-05,0.0001636621818524682,1.0,0.24141156167946268
t_4,productcatalogservice_browsing_replicas_4_users_50,productcatalogservice,browsing,4,50,0.00018146634147456534,8204288.0,0.18146634147456533,820428.8,6.0,2.0,2.450757070684631,27.35921879618816,1.780415962209715e-05,0.00018146634147456534,1.0,0.2558769060874494
t_5,productcatalogservice_browsing_replicas_4_users_50,productcatalogservice,browsing,4,50,0.0002243059939593848,8241152.0,0.2243059939593848,824115.2000000001,6.0,2.0,2.4624368803782772,27.3199939153359,4.283965248481946e-05,0.0002243059939593848,1.0,0.2585748818289904
t_6,productcatalogservice_browsing_replicas_4_users_50,productcatalogservice,browsing,4,50,0.00024798586061341174,8458240.0,0.24798586061341174,845824.0,6.0,2.0,2.4672736004780234,27.31849000727054,2.3679866654026946e-05,0.00024798586061341174,1.0,0.2660409731479912
t_7,productcatalogservice_browsing_replicas_4_users_50,productcatalogservice,browsing,4,50,0.0002832514626019277,8572928.0,0.2832514626019277,857292.8,6.0,2.0,2.442735745512479,27.30451105853186,3.526560198851593e-05,0.0002832514626019277,1.0,0.2708236785548224
t_8,productcatalogservice_browsing_replicas_4_users_50,productcatalogservice,browsing,4,50,0.00031974985308947393,8589312.0,0.31974985308947396,858931.2000000001,6.0,2.0,2.4442790068311098,27.28296326100522,3.649839048754626e-05,0.00031974985308947393,1.0,0.27266598486578325
t_9,productcatalogservice_browsing_replicas_4_users_50,productcatalogservice,browsing,4,50,0.000320027904789028,8601600.0,0.320027904789028,860160.0,6.0,2.0,2.4416554625894804,27.37556455106248,2.780516995540749e-07,0.000320027904789028,1.0,0.27304945598986374
