timestamp,experiment_id,service,scenario,replica_count,load_users,cpu_cores_value,mem_bytes_value,net_rx_bytes_value,net_tx_bytes_value,pod_restarts_value,replica_count_value,node_cpu_util_value,node_mem_util_value,network_activity_rate_value,processing_intensity_value,service_stability_value,resource_pressure_value
t_0,currencyservice_checkout_replicas_2_users_30,currencyservice,checkout,2,30,0.0004281064765350341,27361280.0,0.42810647653503414,2736128.0,0.0,4.0,2.3772351881552254,28.183064565238666,0.0,0.0004281064765350341,1.0,0.17079876010602668
t_1,currencyservice_checkout_replicas_2_users_30,currencyservice,checkout,2,30,0.00038680044655410475,22466560.0,0.3868004465541047,2246656.0,0.0,1.0,2.3982243194891026,27.639364818265037,-4.1306029980929374e-05,0.00038680044655410475,1.0,0.14115741141998808
t_2,currencyservice_checkout_replicas_2_users_30,currencyservice,checkout,2,30,0.0003320989565084913,22929408.0,0.3320989565084913,2292940.8000000003,0.0,1.0,2.400795120626256,27.653097224697916,-5.470149004561345e-05,0.0003320989565084913,1.0,0.1424432211104426
t_3,currencyservice_checkout_replicas_2_users_30,currencyservice,checkout,2,30,0.0002775780538879153,38309888.0,0.2775780538879153,3830988.8000000003,0.0,1.0,2.3740426724547206,27.73467807368607,-5.4520902620576006e-05,0.0002775780538879153,1.0,0.2308128944216764
t_4,currencyservice_checkout_replicas_2_users_30,currencyservice,checkout,2,30,0.0002353744641487985,30285824.0,0.2353744641487985,3028582.4000000004,0.0,1.0,2.384590216559232,27.738252937120123,-4.2203589739116796e-05,0.0002353744641487985,1.0,0.18288128802241593
t_5,currencyservice_checkout_replicas_2_users_30,currencyservice,checkout,2,30,0.00019547059208123316,30982144.0,0.19547059208123316,3098214.4000000004,0.0,1.0,2.391738092239592,27.702602919701917,-3.990387206756534e-05,0.00019547059208123316,1.0,0.18591299880641923
t_6,currencyservice_checkout_replicas_2_users_30,currencyservice,checkout,2,30,0.00015612043200558513,29278208.0,0.15612043200558512,2927820.8000000003,0.0,1.0,2.3906048786872134,27.70948145003365,-3.935016007564803e-05,0.00015612043200558513,1.0,0.17494794872411965
t_7,currencyservice_checkout_replicas_2_users_30,currencyservice,checkout,2,30,0.00012567745212003963,28971008.0,0.12567745212003964,2897100.8000000003,0.0,1.0,2.3765075414110726,27.696562633209894,-3.0442979885545498e-05,0.00012567745212003963,1.0,0.17236668102107083
t_8,currencyservice_checkout_replicas_2_users_30,currencyservice,checkout,2,30,7.690240160911301e-05,29409280.0,0.076902401609113,2940928.0,0.0,1.0,2.384638748342411,27.595061165913364,-4.8775050510926625e-05,7.690240160911301e-05,1.0,0.17366244265821712
t_9,currencyservice_checkout_replicas_2_users_30,currencyservice,checkout,2,30,4.5519581601216185e-05,29663232.0,0.045519581601216184,2966323.2,0.0,1.0,2.3853089808219607,27.781028027175864,-3.138282000789682e-05,4.5519581601216185e-05,1.0,0.1743324777185749
t_10,currencyservice_checkout_replicas_2_users_30,currencyservice,checkout,2,30,0.0004395877505679894,29573120.0,0.4395877505679894,2957312.0,0.0,1.0,2.3591737104504915,27.805632949294377,0.0003940681689667732,0.0004395877505679894,1.0,0.1840072084633497
t_11,currencyservice_checkout_replicas_2_users_30,currencyservice,checkout,2,30,0.00043170410451352434,30056448.0,0.43170410451352437,3005644.8000000003,0.0,1.0,2.352899052642371,27.862165100013584,-7.883646054465058e-06,0.00043170410451352434,1.0,0.18662448107954518
