timestamp,experiment_id,service,scenario,replica_count,load_users,cpu_cores_value,mem_bytes_value,net_rx_bytes_value,net_tx_bytes_value,pod_restarts_value,replica_count_value,node_cpu_util_value,node_mem_util_value,network_activity_rate_value,processing_intensity_value,service_stability_value,resource_pressure_value
t_0,currencyservice_browsing_replicas_1_users_10,currencyservice,browsing,1,10,0.010789726540185163,59789312.0,10.789726540185164,5978931.2,10.0,3.0,2.2943589857557782,27.572157385704827,0.0,0.010789726540185163,1.0,0.7284909107827471
t_1,currencyservice_browsing_replicas_1_users_10,currencyservice,browsing,1,10,0.010820179977021185,60030976.0,10.820179977021185,6003097.600000001,10.0,3.0,2.298988941197095,27.599203076650753,3.0453436836021947e-05,0.010820179977021185,1.0,0.7311313968070372
t_2,currencyservice_browsing_replicas_1_users_10,currencyservice,browsing,1,10,0.010479607556580181,59924480.0,10.47960755658018,5992448.0,10.0,3.0,2.3126233106898866,27.61431611999609,-0.000340572420441004,0.010479607556580181,1.0,0.7224087246599415
t_3,currencyservice_browsing_replicas_1_users_10,currencyservice,browsing,1,10,0.010628457169299438,60022784.0,10.628457169299438,6002278.4,10.0,3.0,2.327694664933233,27.30152789663171,0.00014884961271925679,0.010628457169299438,1.0,0.7266358596918963
t_4,currencyservice_browsing_replicas_1_users_10,currencyservice,browsing,1,10,0.010737709228249306,60817408.0,10.737709228249306,6081740.800000001,10.0,3.0,2.3281576604773875,27.30387004853678,0.00010925205894986821,0.010737709228249306,1.0,0.7355287907300948
t_5,currencyservice_browsing_replicas_1_users_10,currencyservice,browsing,1,10,0.010727767795248153,60952576.0,10.727767795248154,6095257.600000001,10.0,3.0,2.335618670874311,27.37319774492684,-9.941433001153452e-06,0.010727767795248153,1.0,0.73638240430282
t_6,currencyservice_browsing_replicas_1_users_10,currencyservice,browsing,1,10,0.010784072227093378,61165568.0,10.784072227093377,6116556.800000001,10.0,3.0,2.3457514911542603,27.49572927090783,5.630443184522459e-05,0.010784072227093378,1.0,0.7393904000676661
t_7,currencyservice_browsing_replicas_1_users_10,currencyservice,browsing,1,10,0.010717484585902354,61435904.0,10.717484585902353,6143590.4,10.0,3.0,2.3356186708743536,27.514786991145925,-6.658764119102378e-05,0.010717484585902354,1.0,0.7400184826705546
t_8,currencyservice_browsing_replicas_1_users_10,currencyservice,browsing,1,10,0.010842908281832807,61706240.0,10.842908281832807,6170624.0,10.0,3.0,2.3469331061560155,27.61204793078275,0.0001254236959304534,0.010842908281832807,1.0,0.7450831134792189
t_9,currencyservice_browsing_replicas_1_users_10,currencyservice,browsing,1,10,0.010868734774749469,61939712.0,10.86873477474947,6193971.2,10.0,3.0,2.353419783220943,27.57252719916353,2.5826492916661975e-05,0.010868734774749469,1.0,0.7475510353508208
